1555597170;51.1526756287;3.2013299465;0.0617333315;0.3705515265
1555597171;51.1528396606;3.2012150288;0.0720222220;0.9350071549
1555597172;51.1528320313;3.2012085915;0.1131777763;3.2868039608
1555597173;51.1528739929;3.2011902332;0.0308666658;3.7885265350
1555597174;51.1529121399;3.2011880875;0.1234666631;5.6223506927
1555597175;51.1529121399;3.2011916637;0.1183222234;4.1330776215
1555597176;51.1529121399;3.2011849880;0.1800555587;3.1007921696
1555597177;51.1529197693;3.2011764050;0.4321333468;3.4962735176
1555597178;51.1529388428;3.2011749744;0.5710333586;11.6436548233
1555597179;51.1529464722;3.2011880875;0.5195888877;3.5051727295
1555597180;51.1529312134;3.2012100220;0.7973889112;2.4033713341
1555597181;51.1529197693;3.2012450695;1.4713110924;3.4998178482
1555597182;51.1529312134;3.2012848854;2.6596777439;4.0385813713
1555597183;51.1529464722;3.2013418674;3.6371221542;3.9778127670
1555597184;51.1529541016;3.2014048100;4.1721444130;4.6614923477
1555597185;51.1529693604;3.2014698982;4.4345111847;4.9004325867
1555597186;51.1529960632;3.2015249729;4.1772890091;7.9724993706
1555597187;51.1530342102;3.2015681267;4.2956109047;5.5909204483
1555597188;51.1530685425;3.2015950680;3.9097778797;4.9934744835
1555597189;51.1531333923;3.2015900612;4.7997665405;4.8381929398
1555597190;51.1531829834;3.2015783787;5.0827112198;4.9094104767
1555597191;51.1532402039;3.2015717030;5.6588888168;4.0778503418
1555597192;51.1532974243;3.2015664577;5.7926445007;4.1155800819
1555597193;51.1533622742;3.2015614510;5.9058222771;4.5825266838
1555597194;51.1534194946;3.2015497684;5.9315443039;3.7850954533
1555597195;51.1534767151;3.2015366554;5.6537442207;5.6930308342
1555597196;51.1535224915;3.2015182972;5.4222445488;4.7466926575
1555597197;51.1535797119;3.2014963627;5.6588888168;4.6672191620
1555597198;51.1536445618;3.2014801502;5.9521222115;4.7722105980
1555597199;51.1537017822;3.2014780045;6.0601553917;4.6142215729
1555597200;51.1537666321;3.2015013695;6.4202666283;5.1619658470
1555597201;51.1538238525;3.2015430927;6.7700886726;4.4287519455
1555597202;51.1538734436;3.2016053200;6.9295668602;3.2623507977
1555597203;51.1539154053;3.2016551495;6.0858778954;4.5630345345
1555597204;51.1539726257;3.2016799450;5.3862333298;5.2115349770
1555597205;51.1540184021;3.2016835213;4.9849667549;5.1385369301
1555597206;51.1540527344;3.2016615868;5.0209779739;13.9154062271
1555597207;51.1540946960;3.2016265392;5.2833442688;10.1008424759
1555597208;51.1541328430;3.2015783787;5.5302777290;8.6077156067
1555597209;51.1541824341;3.2015349865;5.3553667068;11.5700912476
1555597210;51.1542320251;3.2015166283;4.7843332291;11.1893472672
1555597211;51.1542739868;3.2015264034;4.7174553871;10.4389295578
1555597212;51.1543197632;3.2015635967;5.4685444832;17.1974716187
