1555515735;51.1529960632;3.1997451782;5.2164664268;3.7491369247
1555515736;51.1530036926;3.1998147964;5.4068112373;3.7104749680
1555515737;51.1530036926;3.1998932362;5.6280221939;4.3114991188
1555515738;51.1530113220;3.1999700069;5.5302777290;4.5550236702
1555515739;51.1530189514;3.2000467777;5.3965220451;9.3161277771
1555515740;51.1530265808;3.2001230717;5.2113223076;5.5174436569
1555515741;51.1530342102;3.2001984119;4.8100557327;4.3371405602
1555515742;51.1530418396;3.2002766132;4.4910998344;10.7898750305
1555515743;51.1530532837;3.2003500462;4.7534666061;11.1813821793
1555515744;51.1530532837;3.2004282475;4.8872222900;9.4994935989
1555515745;51.1530418396;3.2005233765;5.1341557503;11.6317005157
1555515746;51.1530265808;3.2005982399;5.1290111542;8.6432371140
1555515747;51.1530189514;3.2006714344;5.1804556847;9.6880035400
1555515748;51.1530113220;3.2007482052;5.1907444000;7.1931757927
1555515749;51.1530036926;3.2008199692;4.7894778252;3.3585216999
1555515750;51.1529960632;3.2008814812;4.3367667198;2.9554891586
1555515751;51.1529960632;3.2009618282;3.9612221718;3.2195575237
1555515752;51.1530036926;3.2010300159;3.6628444195;9.2442874908
1555515753;51.1530036926;3.2011184692;2.9940667152;4.1894698143
1555515754;51.1529960632;3.2011697292;2.0526332855;5.2800693512
1555515755;51.1529884338;3.2011866570;0.9002777934;1.8711818457
1555515756;51.1529884338;3.2011916637;0.4475666583;0.5112269521
1555515757;51.1529884338;3.2011902332;0.1852000058;0.5033524632
1555515758;51.1529960632;3.2011902332;0.0720222220;0.3954021037
1555515759;51.1529960632;3.2011902332;0.1028888896;0.4796717167
