1555515538;51.1529541016;3.2013432980;0.2263555527;1.9726357460
1555515539;51.1529617310;3.2013330460;0.2160666734;3.2531538010
1555515540;51.1529617310;3.2013266087;0.2572222352;3.5265026093
1555515541;51.1529693604;3.2012166977;0.1903444380;0.9084103107
1555515542;51.1529617310;3.2012202740;0.1903444380;2.6205604076
1555515543;51.1529541016;3.2012267113;0.0874555558;1.6659640074
1555515544;51.1529541016;3.2012283802;0.0411555544;1.0565443039
1555515545;51.1529541016;3.2012283802;0.0668777749;1.9604552984
1555515546;51.1529541016;3.2012298107;0.1080333367;3.8393509388
1555515547;51.1529541016;3.2012333870;0.0823111087;2.7701189518
1555515549;51.1529617310;3.2012364864;0.2160666734;4.1008114815
1555515550;51.1529769897;3.2012400627;0.7408000231;3.6354944706
1555515551;51.1529884338;3.2012431622;1.1575000286;2.6101775169
1555515552;51.1530113220;3.2012467384;2.6802556515;22.1666774750
1555515553;51.1530342102;3.2012584209;2.6956889629;7.1796789169
1555515554;51.1530532837;3.2012817860;2.8345890045;3.0292892456
1555515555;51.1530685425;3.2013146877;3.0403666496;3.4682412148
1555515556;51.1530761719;3.2013564110;3.3798999786;9.4813375473
1555515557;51.1530838013;3.2014083862;4.1104111671;4.7529454231
1555515558;51.1530914307;3.2014684677;4.5322556496;3.8994388580
1555515559;51.1531105042;3.2015249729;4.7894778252;5.6621870995
1555515560;51.1531410217;3.2015752792;5.0724220276;5.7514305115
1555515561;51.1531829834;3.2016098499;4.7946224213;4.4695467949
1555515562;51.1532135010;3.2016282082;4.5939888954;8.7686948776
1555515563;51.1532630920;3.2016332150;4.6711554527;4.8785095215
1555515564;51.1533050537;3.2016282082;4.6094222069;3.9816958904
1555515565;51.1533432007;3.2016148567;4.5065331459;4.5120673180
1555515566;51.1533927917;3.2016017437;4.5888442993;4.2076187134
1555515567;51.1534347534;3.2015864849;4.6351442337;4.0836968422
1555515568;51.1534843445;3.2015731335;4.9026556015;3.5643150806
1555515569;51.1535224915;3.2015564442;5.0981445313;4.7499675751
1555515570;51.1535644531;3.2015452385;4.9438109398;4.2724361420
1555515571;51.1536140442;3.2015299797;4.6968779564;4.4997205734
1555515572;51.1536636353;3.2015197277;5.0621333122;5.7003493309
1555515573;51.1537208557;3.2015151978;5.1135778427;4.9305849075
1555515574;51.1537857056;3.2015066147;5.4479665756;4.5523004532
1555515575;51.1538429260;3.2015035152;5.8440890312;5.0042247772
1555515576;51.1538887024;3.2015483379;5.6383109093;4.4213967323
1555515577;51.1539306641;3.2016031742;5.6177334785;4.2899532318
1555515578;51.1539878845;3.2016282082;5.7051887512;5.1995525360
1555515579;51.1540374756;3.2016351223;5.3708000183;5.8124561310
1555515580;51.1540946960;3.2016251087;5.0878553391;15.2087974548
1555515581;51.1541328430;3.2015864849;4.9695334435;9.6778230667
1555515582;51.1541748047;3.2015416622;5.0672779083;9.0061903000
1555515583;51.1542091370;3.2015116215;4.8975110054;10.6923313141
1555515584;51.1542549133;3.2014985085;5.2113223076;12.0293922424
1555515585;51.1543045044;3.2015049458;5.6023001671;11.4968996048
1555515586;51.1543540955;3.2015349865;5.9264001846;12.2312479019
1555515587;51.1544036865;3.2015635967;5.7772111893;6.2947068214
1555515588;51.1544532776;3.2015650272;4.8717889786;6.3279700279
1555515589;51.1544990540;3.2015380859;4.4756665230;4.5586681366
1555515590;51.1545562744;3.2015066147;5.1084332466;6.2610216141
1555515591;51.1545982361;3.2014617920;5.6691780090;9.1904163361
1555515592;51.1546478271;3.2014069557;5.8235111237;6.0061621666
1555515593;51.1546859741;3.2013499737;5.8029332161;5.3402161598
1555515594;51.1547279358;3.2012898922;5.6640334129;5.5612206459
1555515595;51.1547698975;3.2012231350;5.8235111237;5.5128850937
1555515596;51.1548080444;3.2011566162;5.9315443039;4.9957566261
1555515597;51.1548576355;3.2010965347;5.7669219971;5.3423871994
1555515598;51.1548919678;3.2010381222;5.6537442207;5.9863104820
1555515599;51.1549224854;3.2009649277;5.7309112549;5.2204003334
1555515600;51.1549301147;3.2008814812;5.7874999046;8.1176834106
1555515601;51.1549301147;3.2007985115;6.2350668907;4.7709684372
1555515602;51.1549072266;3.2007181644;6.2865109444;5.0276527405
1555515603;51.1548843384;3.2006485462;6.2505002022;5.1185708046
1555515604;51.1548423767;3.2005898952;6.2247776985;4.5619034767
1555515605;51.1548004150;3.2005314827;6.0035667419;6.0281620026
1555515606;51.1547775269;3.2004919052;5.9624109268;6.3371815681
1555515607;51.1547355652;3.2004363537;6.2350668907;16.0490913391
1555515608;51.1546974182;3.2003815174;6.3842554092;11.9706478119
1555515609;51.1546478271;3.2003352642;6.3276667595;9.1410665512
1555515610;51.1545982361;3.2002980709;6.1681890488;11.2313718796
1555515611;51.1545486450;3.2002716064;6.1527557373;11.7630090714
1555515612;51.1544990540;3.2002401352;5.9984221458;12.6608629227
1555515613;51.1544532776;3.2002084255;6.0087113380;11.9212245941
1555515614;51.1543960571;3.2001764774;5.9727001190;10.1534824371
1555515615;51.1543540955;3.2001397610;5.9572668076;9.4571237564
1555515616;51.1542968750;3.2001113892;5.9418334961;5.1769742966
1555515617;51.1542472839;3.2000966072;5.7772111893;5.6527342796
1555515618;51.1541900635;3.2001001835;5.6434555054;5.0148673058
1555515619;51.1541404724;3.2001149654;5.6125888824;5.1853961945
1555515620;51.1540870667;3.2001383305;5.7360553741;5.1093745232
1555515621;51.1540374756;3.2001714706;5.5920109749;4.5271902084
1555515622;51.1539955139;3.2002065182;5.4582557678;4.6285429001
1555515623;51.1539459229;3.2002334595;5.2987775803;4.0384521484
1555515624;51.1539077759;3.2002584934;4.7894778252;3.9531736374
1555515625;51.1538734436;3.2002701759;4.0075221062;3.7432413101
1555515626;51.1538429260;3.2002665997;3.4261999130;10.5762195587
1555515627;51.1538085938;3.2002451420;3.4879333973;8.3958148956
1555515628;51.1537933350;3.2001984119;3.7554445267;7.1386938095
1555515629;51.1537742615;3.2001485825;3.9252111912;6.6350245476
1555515630;51.1537666321;3.2000916004;4.2698888779;8.0454473495
1555515631;51.1537590027;3.2000315189;4.2030110359;8.0394964218
1555515632;51.1537666321;3.1999802589;2.9683444500;8.0122404099
1555515633;51.1537742615;3.1999399662;2.5825111866;5.8158659935
1555515634;51.1537933350;3.1999115944;2.4693334103;5.7376928329
1555515635;51.1538009644;3.1998748779;2.5362110138;11.1611623764
1555515636;51.1538009644;3.1998353004;2.4641888142;16.2015819550
1555515637;51.1537857056;3.1997864246;2.7780001163;10.6502132416
1555515638;51.1537742615;3.1997482777;3.1226778030;7.7197833061
1555515639;51.1537513733;3.1997132301;3.2615778446;6.8091173172
1555515640;51.1537284851;3.1996765137;3.7811665535;7.9974327087
1555515641;51.1537017822;3.1996333599;4.1052665710;9.2858610153
1555515642;51.1536788940;3.1995782852;4.5271110535;25.9379367828
1555515643;51.1536521912;3.1995167732;4.7637553215;23.9906768799
1555515644;51.1536293030;3.1994650364;4.3007555008;29.9693717957
1555515645;51.1536064148;3.1994166374;3.8583333492;28.6227855682
1555515646;51.1535797119;3.1993734837;4.1824331284;27.0276374817
1555515647;51.1535568237;3.1993184090;4.3213334084;29.6015872955
1555515648;51.1535301208;3.1992666721;4.3110442162;28.8716888428
1555515649;51.1535072327;3.1992151737;4.0898332596;23.6290264130
1555515650;51.1534767151;3.1991581917;3.5650999546;20.1913604736
1555515651;51.1534843445;3.1990966797;3.6474111080;25.9026165009
1555515652;51.1534919739;3.1990132332;4.1721444130;28.1723899841
1555515653;51.1535148621;3.1989481449;4.1978664398;29.0873680115
1555515654;51.1535301208;3.1988799572;3.8789110184;27.0440559387
1555515655;51.1535301208;3.1988081932;3.8223221302;21.1366386414
1555515656;51.1535491943;3.1987349987;3.8480443954;23.4098892212
1555515657;51.1535491943;3.1986734867;3.8531889915;32.9845275879
1555515658;51.1535415649;3.1986134052;3.9252111912;33.2977943420
1555515659;51.1535415649;3.1985433102;4.2133002281;30.5229148865
1555515660;51.1535415649;3.1984751225;4.2956109047;30.5502853394
1555515661;51.1535491943;3.1984086037;4.0898332596;29.9295578003
1555515662;51.1535491943;3.1983516216;3.8429000378;26.0880966187
1555515663;51.1535415649;3.1982951164;3.9509332180;26.9114646912
1555515664;51.1535415649;3.1982367039;4.0949778557;29.0201663971
1555515665;51.1535301208;3.1981780529;4.3470554352;27.2256374359
1555515666;51.1535148621;3.1981179714;4.3213334084;23.5335693359
1555515667;51.1534996033;3.1980652809;3.8583333492;22.2205791473
1555515668;51.1534919739;3.1980102062;3.2975888252;9.6786632538
1555515669;51.1534767151;3.1979715824;2.9940667152;5.8097977638
1555515670;51.1534576416;3.1979284286;3.1484000683;5.4122881889
1555515671;51.1534423828;3.1978983879;3.5239443779;5.8589463234
1555515672;51.1534080505;3.1978967190;3.4570667744;6.8288440704
1555515673;51.1533699036;3.1979064941;3.8223221302;9.6402778625
1555515674;51.1533279419;3.1979334354;4.5168223381;6.9482331276
1555515675;51.1532859802;3.1979568005;4.9026556015;6.2172074318
1555515676;51.1532478333;3.1979849339;5.3399333954;8.0751066208
1555515677;51.1532058716;3.1980102062;5.3605113029;6.7613582611
1555515678;51.1531562805;3.1980397701;5.3605113029;7.7727680206
1555515679;51.1531181335;3.1980681419;5.3708000183;8.6673803329
1555515680;51.1530685425;3.1980967522;5.6846113205;7.7248749733
1555515681;51.1530265808;3.1981267929;5.6640334129;8.9057493210
1555515682;51.1529693604;3.1981596947;5.7154779434;7.1529884338
1555515683;51.1529312134;3.1981949806;5.7823557854;7.6000065804
1555515684;51.1528816223;3.1982283592;5.7926445007;9.4545860291
1555515685;51.1528320313;3.1982614994;5.7617778778;6.8328819275
1555515686;51.1527824402;3.1982884407;5.7566332817;6.7401695251
1555515687;51.1527328491;3.1983098984;5.7823557854;7.3742785454
1555515688;51.1526756287;3.1983315945;6.1476111412;7.0302557945
1555515689;51.1526222229;3.1983399391;5.9778442383;8.5146617889
1555515690;51.1525726318;3.1983435154;5.6537442207;7.5526299477
1555515691;51.1525077820;3.1983449459;5.8646664619;7.4635682106
1555515692;51.1524429321;3.1983516216;6.0087113380;7.7307124138
1555515693;51.1524009705;3.1983683109;5.2833442688;8.3168497086
1555515694;51.1523590088;3.1983969212;5.3347887993;11.6816501617
1555515695;51.1523208618;3.1984364986;5.4428219795;16.1245479584
1555515696;51.1522789001;3.1984848976;5.5405664444;10.4070568085
1555515697;51.1522369385;3.1985366344;5.9675555229;9.1456785202
1555515698;51.1522064209;3.1985931396;5.9829888344;11.5535049438
1555515699;51.1521644592;3.1986532211;5.6691780090;9.1589775085
1555515700;51.1521415710;3.1987116337;5.5662889481;10.9730644226
1555515701;51.1521148682;3.1987664700;5.2113223076;12.6547508240
1555515702;51.1520843506;3.1988234520;5.0415554047;5.0240201950
1555515703;51.1520576477;3.1988830566;5.0415554047;4.9456334114
1555515704;51.1520195007;3.1989386082;5.3090667725;4.9169931412
1555515705;51.1519775391;3.1989965439;5.4788331985;4.2421388626
1555515706;51.1519546509;3.1990563869;5.1650223732;9.6417818069
1555515707;51.1519432068;3.1991150379;4.7328886986;10.1523685455
1555515708;51.1519546509;3.1991631985;4.0743999481;12.9710121155
1555515709;51.1519546509;3.1992335320;4.9129443169;10.7684326172
1555515710;51.1519432068;3.1992950439;5.4839777946;9.6485252380
1555515711;51.1519622803;3.1993582249;6.0498666763;10.5294370651
1555515712;51.1519851685;3.1994216442;6.1270332336;11.0126457214
1555515713;51.1520118713;3.1994781494;6.0498666763;13.2494029999
1555515714;51.1520347595;3.1995365620;5.9366889000;10.7928428650
1555515715;51.1520652771;3.1995980740;5.9109668732;12.4400758743
1555515716;51.1521072388;3.1996603012;5.9829888344;12.9923238754
1555515717;51.1521492004;3.1997101307;5.6897554398;12.3798770905
1555515718;51.1521987915;3.1997430325;5.8080778122;11.4058647156
1555515719;51.1522445679;3.1997635365;6.0395779610;12.5014457703
1555515720;51.1522941589;3.1997582912;6.0344333649;11.9763107300
1555515721;51.1523513794;3.1997582912;5.7874999046;13.3482713699
1555515722;51.1524009705;3.1997466087;5.4994111061;5.1959309578
1555515723;51.1524429321;3.1997299194;5.2782001495;4.6403398514
1555515724;51.1524887085;3.1997151375;5.2576222420;4.7592658997
1555515725;51.1525382996;3.1997015476;5.3090667725;4.4471564293
1555515726;51.1525878906;3.1996881962;5.4068112373;4.7279605865
1555515727;51.1526374817;3.1996734142;5.2679109573;4.2429790497
1555515728;51.1526870728;3.1996500492;5.3090667725;4.3719754219
1555515729;51.1527328491;3.1996302605;5.0004000664;3.6779351234
1555515730;51.1527824402;3.1996114254;4.9438109398;3.7927243710
1555515731;51.1528320313;3.1996002197;5.4016666412;4.8306775093
1555515732;51.1528968811;3.1995916367;5.7669219971;8.9151802063
1555515733;51.1529464722;3.1996200085;5.3759446144;5.3604822159
1555515734;51.1529769897;3.1996750832;5.3090667725;4.8448238373
